,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
158,walked,door,air,cold,somethin,bout,felt,home,somehow,left,scarf,sister,house,still,got,drawer,even,sweet,disposition,wideeyed,gaze,singin,car,getting,lost,upstate,autumn,leaf,fallin,piece,place,picture,day,know,long,gone,magic,might,okay,fine,caus,ar,little,town,street,almost,ran,red,lookin,wind,hair,remember,well,photo,album,counter,cheek,turnin,red,used,little,kid,glass,twinsized,bed,mother,tellin,story,bout,teeball,team,taught,bout,past,thinkin,future,tossing,car,key,fuck,patriarchy,keychain,ground,always,skippin,town,thinkin,drive,time,he,gonna,say,love,never,called,dead,gone,buried,check,pulse,come,back,swearin,three,month,grave,wondered,went,reached,felt,shame,held,lifeless,frame,might,also,know,long,gone,nothing,else,could,forget,long,enough,forget,needed,middle,night,dancin,round,kitchen,refrigerator,light,stair,remember,well,nobody,know,kept,secret,kept,oath,sacred,prayer,wed,swear,remember,well,yeah,well,maybe,got,lost,translation,maybe,asked,much,maybe,thing,masterpiece,tore,runnin,scared,remember,well,call,break,promise,casually,cruel,name,bein,honest,crumpledup,piece,paper,lyin,remember,say,alls,well,end,well,new,hell,every,time,doublecross,mind,said,closer,age,maybe,wouldve,fine,made,want,die,idea,neverneedy,everlovely,jewel,whose,shine,reflects,weepin,party,bathroom,actress,askin,happened,happened,charmed,dad,selfeffacing,joke,sippin,coffee,latenight,show,watched,watch,front,door,night,willin,come,said,supposed,fun,turning,twentyone,time,fly,paralyzed,old,self,still,tryin,find,plaid,shirt,day,night,made,mail,back,thing,walk,home,alone,keep,old,scarf,first,week,reminds,innocence,smell,cant,get,rid,remember,well,yeah,loved,back,lost,one,real,thing,ever,known,rare,remember,well,wind,hair,remember,stair,remember,rare,remember,well,never,good,tellin,joke,punch,line,go,get,older,lover,stay,age,brooklyn,broke,skin,bone,soldier,who,returning,half,weight,twin,flame,bruise,paint,blue,love,affair,maim,city,barren,cold,still,remember,first,fall,snow,glistened,fell,remember,well,love,affair,maim,well,remember,well,remember,well,wind,hair,stair,sacred,prayer,rare,remember,well,wind,hair,stair,sacred,prayer,rare,remember,well,wind,hair,stair,sacred,prayer,rare,remember,wind,hair,stair,sacred,prayer,rare,remember
159,walkin,fast,traffic,light,busy,street,busy,life,know,touch,go,alone,changing,mind,fall,love,hurt,bleeds,fade,time,never,never,saw,comin,never,never,come,around,armor,fall,pierce,room,cannonball,know,let,go,alone,room,slate,clean,twin,fire,sign,four,blue,eye,never,saint,loved,shade,wrong,learn,live,pain,mosaic,broken,heart,love,brave,wild,never,never,saw,comin,never,never,state,grace,worthwhile,fight,love,ruthless,game,unless,play,good,right,hand,fate,achilles,heel,golden,age,something,good,right,real,might,also,never,never,saw,comin,never,never,never,saw,comin,never,never,never,saint,loved,shade,wrong,learn,live,pain,mosaic,broken,heart,love,brave,wild,state,grace,worthwhile,fight,love,ruthless,game,unless,play,good,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,say,believe,anything,much,hears,day,say,fall,love,watch,go,away,,spends,night,wishing,used,spends,flight,getting,pulled,gravity,call,checking,he,3,pacing,say,phase,voice,come,begging,time,know,breaking,fall,piece,floor,around,young,know,get,better,summer,sun,forever,forever,winter,go,seems,fine,time,forcing,smile,never,mind,laugh,symphony,light,go,hard,breathe,pull,every,thread,trying,solve,puzzle,head,live,life,scared,death,hell,decide,leave,instead,call,checking,he,5,wasted,long,gone,even,listening,voice,come,screaming,time,know,breaking,fall,piece,floor,around,young,know,get,better,summer,sun,forever,forever,winter,go,might,also,standing,apartment,take,bomb,head,disarm,say,love,even,darkest,please,go,know,breaking,fall,piece,floor,around,young,know,get,better,summer,sun,forever,forever,winter,go,summer,sun,forever,3,pacing,time,know,5,wasted,piece,floor,forever,winter,go,say,believe,anything,much,hears,day,say,believe,one,thing,go,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,musically,lyrically,red,resembled,heartbroken,person,place,fractured,mosaic,feeling,somehow,fit,together,end,happy,free,confused,lonely,devastated,euphoric,wild,tortured,memory,past,original,thirty,song,meant,red,love,guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,upon,time,mistake,ago,sight,got,alone,found,found,found,meeeee,guess,care,guess,liked,fell,hard,took,step,back,without,without,without,meeeee,he,long,gone,he,next,realize,blame,knew,troubl,walked,shame,flew,place,never,put,knew,trouble,walked,shame,flew,place,never,lying,cold,hard,ground,trouble,trouble,trouble,trouble,trouble,trouble,apology,hell,never,see,cry,pretend,know,he,reason,drowning,drowning,drowninginginginging,heard,moved,whisper,street,new,notch,belt,ever,see,see,seeeeee,long,gone,met,realize,joke,hey,might,also,knew,trouble,walked,shame,flew,place,never,put,knew,trouble,walked,shame,flew,place,never,yeah,lying,cold,hard,ground,yeah,trouble,trouble,trouble,trouble,trouble,trouble,trouble,saddest,fear,come,creeping,never,loved,anyone,anything,yeah,knew,trouble,walked,shame,flew,place,never,never,put,knew,trouble,walked,knew,right,shame,knew,right,flew,place,never,lying,cold,hard,ground,trouble,trouble,trouble,trouble,trouble,trouble,trouble,knew,trouble,walked,trouble,trouble,trouble,knew,trouble,walked,trouble,trouble,trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,burst,door,baby,right,smile,wouldve,felt,million,little,shining,star,align,wouldve,happy,christmas,light,glisten,got,eye,door,waiting,walk,time,ticking,people,ask,comb,back,memory,said,said,slow,motion,standing,party,dress,red,lipstick,one,impress,theyre,laughing,looking,around,room,ther,one,thing,missing,moment,kn,w,hour,pas,wanna,alone,close,friend,always,seem,know,there,something,really,wrong,follow,hall,bathroom,try,fall,apart,sinking,feeling,start,say,hopelessly,said,hed,slow,motion,standing,party,dress,red,lipstick,one,impress,theyre,laughing,asking,one,thing,missing,moment,knew,might,also,say,tear,streaming,face,front,everyone,know,one,mean,one,show,wouldve,happy,slow,motion,standing,party,dress,red,lipstick,one,impress,theyre,standing,around,singing,happy,birthday,one,thing,missing,moment,knew,ohohohohohohoh,knew,ohohohohohohoh,called,later,said,sorry,make,said,sorry,moment,knew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,know,kinda,frightenin,standin,waitin,waitin,became,hypnotized,freckle,bright,eye,tonguetied,far,away,feelin,face,crowd,reachin,terrified,could,one,love,could,one,dream,message,bottle,standin,hopin,get,could,one,keep,could,reason,cant,sleep,night,ssage,bottle,standin,,hopin,get,day,restless,workday,endless,look,made,made,time,move,faster,replayin,laughter,disaster,far,away,feelin,face,crowd,reachin,terrified,could,one,love,could,one,dream,message,bottle,standin,hopin,get,get,could,one,keep,could,reason,cant,sleep,night,message,bottle,standin,hopin,get,might,also,london,london,wonderin,wonderin,ever,see,could,one,love,mm,standin,hopin,get,could,one,love,yeah,yeah,could,one,dream,message,bottle,standin,hopin,get,get,could,one,keep,could,reason,cant,sleep,night,cant,sleep,night,message,bottle,yeah,yeah,standin,hopin,get,yeah,yeah,love,could,one,love,love,could,one,love,love,love,standin,hopin,get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,good,go,knew,morning,woke,know,something,know,something,seen,since,eighteen,hour,ago,green,eye,freckle,smile,back,mind,making,feel,wanna,know,better,know,better,know,better,wanna,know,better,know,better,know,better,wanna,know,better,know,better,know,better,wanna,know,know,know,know,said,hello,eye,look,coming,hom,know,simple,name,everything,chang,know,held,door,mine,know,since,yesterday,everything,changed,wall,stood,tall,painted,blue,take,em,take,em,open,door,feel,stomach,butterfly,beautiful,kind,makin,lost,time,takin,flight,making,feel,might,also,wanna,know,better,know,better,know,better,wanna,know,better,know,better,know,better,wanna,know,better,know,better,know,better,wanna,know,know,know,know,said,hello,eye,look,coming,home,know,simple,name,everything,changed,know,held,door,mine,know,since,yesterday,everything,changed,come,back,tell,feeling,missed,time,meet,tonight,let,know,mind,wanna,know,better,know,better,know,better,wanna,know,know,know,know,said,hello,eye,look,coming,home,know,simple,name,everything,changed,know,held,door,mine,know,since,yesterday,everything,changed,know,said,hello,dust,highest,hope,know,pouring,rain,everything,changed,know,new,found,grace,day,know,face,know,since,yesterday,everything,changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,rebekah,rode,afternoon,train,sunny,saltbox,house,coast,took,mind,st,louis,bill,heir,standard,oil,name,money,town,said,middleclass,divorc,e,,wedding,charming,little,gauche,there,far,new,money,go,picked,home,called,holiday,house,party,tasteful,little,loud,doctor,told,settle,must,fault,heart,gave,said,go,last,great,american,dynasty,know,never,showed,couldve,go,maddest,woman,town,ever,seen,marvelous,time,ruining,everything,rebekah,gave,rhode,island,set,forever,flew,bitch,pack,friend,city,filled,pool,champagne,swam,big,name,blew,money,boy,ballet,losing,card,game,bet,dal,might,also,said,go,last,great,american,dynasty,know,never,showed,couldve,go,shameless,woman,town,ever,seen,marvelous,time,ruining,everything,say,seen,occasion,pacing,rock,staring,midnight,sea,feud,neighbor,stole,dog,dyed,key,lime,green,fifty,year,long,time,holiday,house,sat,quietly,beach,free,woman,madness,men,bad,habit,bought,know,never,showed,couldve,go,loudest,woman,town,ever,seen,marvelous,time,ruining,everything,marvelous,time,ruining,everything,marvelous,time,ruining,everything,marvelous,time,marvelous,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,hard,time,adjusting,shiniest,wheel,theyre,rusting,know,care,came,back,lot,regret,pulled,car,road,lookout,couldve,followed,fear,way,maybe,quite,know,say,doorway,wanted,know,trying,wanted,know,trying,told,cage,mental,got,wasted,potential,word,shoot,kill,mad,lot,regret,ahead,curve,curve,became,sphere,fell,behind,classmate,ended,pouring,heart,stranger,pour,whiskey,wanted,know,trying,wanted,know,trying,might,also,least,trying,hard,party,feel,open,wound,hard,anywhere,day,want,flashback,film,reel,one,screen,town,wanted,know,trying,maybe,quite,know,say,wanted,know,trying,least,trying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,keep,helmet,keep,life,son,flesh,wound,here,rifle,crawling,beach,sir,think,he,bleeding,thing,cant,speak,serve,fall,watch,breathe,watch,breathing,something,med,school,cover,someone,daughter,someone,mother,hold,hand,plastic,doc,think,crashing,thing,cant,speak,twenty,minute,sleep,dream,epiphany,one,single,glimpse,relief,make,sense,seen,serve,fall,watch,breathe,watch,breathing,serve,serve,fall,watch,breathe,watch,breathe,watch,breathing,might,also,twenty,minute,sleep,dream,epiphany,one,single,glimpse,relief,make,sense,seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,gather,line,weepin,sunlit,room,fire,made,ash,even,worst,day,deserve,babe,hell,gave,loved,swear,loved,dying,day,go,grace,hero,flying,around,saving,face,dead,wake,cursing,name,wishing,stayed,look,tear,ricochet,gather,stone,never,knowing,theyll,mean,throw,make,diamond,ring,know,want,haunt,ghostly,scene,wear,jewel,gave,bury,go,grace,fight,used,tell,brave,dead,wake,cursing,name,wishing,stayed,look,tear,ricochet,might,also,go,anywhere,want,anywhere,want,home,aim,heart,go,blood,would,still,miss,bone,still,talk,screaming,sky,cant,sleep,night,hear,stolen,lullaby,go,grace,battleship,sink,beneath,wave,kill,killed,cursing,name,wishing,stayed,turned,worst,fear,tossing,blame,drunk,pain,crossing,good,year,cursing,name,wishing,stayed,look,tear,ricochet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,see,standing,honey,arm,around,body,laughin,joke,funny,took,five,whole,minute,pack,leave,holdin,love,hall,think,seen,film,ending,homeland,anymore,defending,town,exile,seein,think,seen,film,see,starin,honey,he,understudy,get,knuckle,bloody,second,third,hundredth,chance,balancin,breaking,branch,eye,add,insult,injury,might,also,think,seen,film,ending,problem,anymore,offending,crown,exile,seein,think,seen,film,leaving,side,door,step,right,amount,cry,time,always,walked,thin,line,even,hear,even,hear,never,gave,warning,sign,gave,many,sign,time,never,learned,read,mind,never,learned,read,mind,turn,thing,around,never,turned,thing,around,never,gave,warning,sign,gave,many,sign,many,sign,many,sign,even,see,sign,think,seen,film,ending,homeland,anymore,defending,town,exile,seein,think,seen,film,leavin,side,door,step,right,amount,cry,time,always,walked,thin,line,even,hear,even,hear,never,gave,warning,sign,gave,many,sign,time,never,learned,read,mind,never,learned,read,mind,turn,thing,around,never,turned,thing,around,never,gave,warning,sign,gave,many,sign,never,gave,warning,sign,time,many,time,never,learned,read,mind,many,sign,turn,thing,around,turn,thing,around,never,gave,warning,sign,never,gave,warning,sign,never,gave,warning,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,want,know,mirrorball,show,every,version,tonight,get,floor,shimmering,beautiful,break,million,piece,hush,one,around,dear,find,tallest,tiptoe,spinning,highest,heel,love,shining,hush,know,said,end,near,still,tallest,tiptoe,spinning,highest,heel,love,shining,want,know,mirrorball,change,everything,fit,regular,masquerade,reveler,drunk,watch,shattered,edge,glisten,might,also,hush,one,around,dear,find,tallest,tiptoe,spinning,highest,heel,love,shining,hush,know,said,end,near,still,tallest,tiptoe,spinning,highest,heel,love,shining,called,circus,burned,disco,sent,home,horse,rodeo,clown,still,tightrope,still,trying,everything,get,laughing,still,believer,know,never,natural,try,try,try,still,trapeze,still,trying,everything,keep,looking,mirrorball,mirrorball,show,every,version,tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,please,picture,tree,hit,peak,seven,foot,swing,creek,scared,jump,high,sky,pennsylvania,still,beautiful,thing,sweet,tea,summer,cross,heart,tell,though,recall,face,still,got,love,braid,pattern,love,moon,saturn,passed,folk,song,love,last,long,meaning,tell,think,house,haunted,dad,always,mad,must,think,come,live,pirate,cry,hide,closet,folk,song,love,passed,might,also,please,picture,weed,learned,civility,used,scream,ferociously,time,wanted,sweet,tea,summer,cross,heart,tell,though,cant,recall,face,still,got,love,pack,doll,sweater,well,move,india,forever,passed,folk,song,love,last,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,comingofage,come,gone,suddenly,summer,clear,never,courage,conviction,long,danger,near,around,corner,darlin,life,could,never,give,peace,fire,keep,brittle,heart,warm,cascade,ocean,wave,blue,come,people,think,love,show,would,die,secret,devil,detail,got,friend,would,enough,could,never,give,peace,integrity,make,seem,small,paint,dreamscapes,wall,talk,shit,friend,wasting,honor,know,swing,fence,sit,trench,give,wild,give,child,give,silence,come,two,people,understand,family,chose,see,brother,brother,enough,there,robber,east,clown,west,give,sunshine,give,best,rain,always,gonna,come,standin,might,also,fire,keep,brittle,heart,warm,cascade,ocean,wave,blue,come,people,think,love,show,would,die,secret,devil,detail,got,friend,would,enough,could,never,give,peace,would,enough,could,never,give,peace,would,enough,could,never,give,peace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,good,new,shit,saying,yes,instead,thought,saw,bus,stop,though,hit,ground,running,night,hit,sunday,matin,e,know,greatest,film,time,never,made,guess,never,know,never,know,wanted,really,showed,never,bleed,never,gonna,grow,alright,something,think,roaring,twenty,tossing,penny,pool,wish,came,true,wouldve,defense,none,never,leaving,well,enough,alone,wouldve,fun,wouldve,one,dream,cool,shit,adventure,meet,woman,internet,take,home,never,painted,number,baby,making,count,know,greatest,love,time,might,also,guess,never,know,never,know,another,day,waking,alone,something,think,roaring,twenty,tossing,penny,pool,wish,came,true,wouldve,defense,none,never,leaving,well,enough,alone,wouldve,fun,wouldve,one,persist,resist,temptation,ask,one,thing,different,would,everything,different,today,something,think,ro,flowing,chosen,family,wouldve,sweet,couldve,defense,none,digging,grave,another,time,wouldve,fun,wouldve,one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,vintage,tee,brand,new,phone,high,heel,cobblestone,young,assume,know,nothing,sequin,smile,black,lipstick,sensual,politics,young,assume,know,nothing,knew,dancin,levi,drunk,streetlight,knew,hand,sweatshirt,baby,kiss,better,felt,old,cardigan,someone,bed,put,said,favorite,friend,friend,none,chase,two,girl,lose,one,young,assume,know,nothing,might,also,knew,playing,hideandseek,giving,weekend,knew,heartbeat,high,line,twenty,lifetime,felt,old,cardigan,someone,bed,put,said,favorite,kiss,car,downtown,bar,needed,drew,star,around,scar,bleedin,knew,steppin,last,train,marked,bloodstain,knew,tried,change,ending,peter,losing,wendy,knew,leavin,father,running,water,young,assume,know,nothing,knew,linger,tattoo,kiss,knew,haunt,whatifs,smell,smoke,would,hang,around,long,knew,everything,young,knew,curse,longest,time,chasin,shadow,grocery,line,knew,miss,thrill,expired,standin,front,porch,light,knew,come,back,come,back,come,back,come,back,felt,old,cardigan,someone,bed,put,said,favorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,betty,make,assumption,switched,homeroom,think,betty,one,time,riding,skateboard,passed,house,breathe,heard,rumor,inez,cant,believe,word,say,time,time,true,worst,thing,ever,showed,party,would,would,want,would,tell,go,fuck,lead,garden,garden,would,trust,told,summer,thing,seventeen,know,anything,know,miss,betty,know,went,wrong,favorite,song,playing,far,side,gym,nowhere,found,hate,crowd,know,plus,saw,dance,might,also,heard,rumor,inez,cant,believe,word,say,time,time,true,worst,thing,ever,showed,party,would,would,want,would,tell,go,fuck,lead,garden,garden,would,trust,told,summer,thing,seventeen,know,anything,know,miss,walking,home,broken,cobblestone,thinking,pulled,figment,worst,intention,said,james,get,let,drive,day,turned,night,slept,next,dreamt,summer,long,betty,doorstep,planned,week,finally,sinkin,betty,right,last,time,dream,happens,see,face,thing,wanna,make,showed,party,yeah,showed,party,yeah,showed,party,love,kiss,porch,front,stupid,friend,kiss,dreamed,patch,broken,wing,seventeen,know,anything,know,miss,standing,cardigan,kissin,car,stopped,streetlight,know,miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,green,color,grass,used,read,centennial,park,used,think,would,meet,somebody,teal,color,shirt,sixteen,yogurt,shop,used,work,make,little,money,time,curious,time,gave,compass,gave,sign,clue,see,pretty,think,along,invisible,string,tying,oohoohoohooh,bad,blood,song,cab,first,trip,la,ate,favorite,spot,dinner,bold,waitress,threeyear,trip,getting,lunch,lake,said,looked,american,singer,might,also,time,mystical,time,cutting,open,healing,fine,clue,see,pretty,think,along,invisible,string,tying,oohoohoohooh,string,pulled,wrong,arm,right,dive,bar,something,wrapped,past,mistake,barbed,wire,chain,around,demon,wool,brave,season,one,single,thread,gold,tied,cold,steel,axe,grind,boy,broke,heart,send,baby,present,gold,color,leaf,showed,around,centennial,park,hell,journey,brought,heaven,time,wondrous,time,gave,blue,purplepink,sky,cool,baby,pretty,think,along,invisible,string,tying,oohoohoohooh,oohoohoohooh,ahahah,ahahah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
