,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
139,look,got,girl,home,everybody,know,everybody,know,ahah,look,got,girl,home,everybody,know,even,know,feel,responsibility,whats,upstanding,right,kinda,code,yeah,getting,closer,closer,crossing,many,line,would,fine,proposition,stupid,girl,honey,one,exception,previously,learned,look,got,girl,home,everybody,know,everybody,know,ahah,look,got,girl,home,everybody,know,verybody,know,see,turn,phone,got,alone,say,look,got,girl,home,everybody,know,everybody,know,wanna,make,sure,understand,perfectly,kind,man,make,sad,wait,chase,newest,thing,take,granted,would,fine,proposition,stupid,girl,yeah,might,go,might,also,look,got,girl,home,everybody,know,everybody,know,ahah,look,got,girl,home,everybody,know,everybody,know,see,turn,phone,got,alone,say,look,got,girl,home,everybody,know,everybody,know,call,cab,lose,number,lose,girl,call,cab,lose,number,let,consider,lesson,learned,look,got,girl,home,everybody,know,everybody,know,ahah,look,got,girl,home,everybody,know,everybody,know,wanna,see,pick,phone,tell,coming,home,look,got,girl,home,everybody,know,everybody,know,would,fine,proposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,walking,fast,traffic,light,busy,street,busy,life,know,touch,go,alone,changing,mind,fall,love,hurt,bleeds,fade,time,never,saw,comin,never,come,around,armor,fall,pierce,room,cannonball,know,let,go,alone,room,slate,clean,twin,fire,sign,four,blue,eye,never,saint,loved,shade,wrong,w,learn,live,pain,mosaic,brok,n,heart,love,brave,wild,never,saw,comin,never,state,grace,worthwhile,fight,love,ruthless,game,unless,play,good,right,hand,fate,achilles,heel,golden,age,something,good,right,real,might,also,never,saw,comin,never,never,saw,comin,never,state,grace,worthwhile,fight,love,ruthless,game,unless,play,good,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,reminiscing,day,coffee,alone,lord,took,away,back,firstglance,feeling,new,york,time,back,fit,poem,perfect,rhyme,took,faster,green,light,go,yeah,skip,conversation,already,know,left,note,door,joke,wed,made,first,day,darling,good,never,looking,right,stood,holy,ground,spinning,girl,brand,new,dress,big,wide,city,w,block,noise,sound,need,th,first,time,something,lose,guess,fell,apart,usual,way,story,got,dust,every,page,sometimes,wonder,think,see,face,every,crowd,darling,good,never,looking,right,stood,holy,ground,tonight,gonna,dance,weve,wanna,dance,dancing,tonight,gonna,dance,room,wanna,dance,dancing,might,also,good,never,looking,right,stood,holy,ground,tonight,gonna,dance,weve,wanna,dance,dancing,tonight,gonna,dance,room,wanna,dance,dancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,pretty,sure,almost,broke,last,night,threw,phone,across,room,expecting,dramatic,turn,away,stayed,morning,said,talk,read,never,leave,fight,unresolved,came,wearing,football,helmet,said,okay,let,talk,said,stay,stay,stay,loving,quite,time,time,time,think,funny,mad,mad,mad,think,best,stay,dated,selfindulgent,taker,took,problem,carry,grocery,always,laughing,love,given,choice,stay,stay,stay,loving,quite,time,time,time,think,funny,mad,mad,mad,think,best,stay,stay,stay,stay,took,time,memorize,fear,hope,dream,hanging,time,time,leave,occurring,hang,whole,life,stay,loving,quite,time,one,else,gonna,love,get,mad,mad,mad,think,best,stay,stay,stay,stay,stay,stay,stay,stay,stay,loving,quite,time,time,time,think,funny,mad,mad,mad,think,best,stay,stay,stay,stay,stay,stay,stay,stay,stay,loving,quite,time,time,time,think,funny,mad,mad,mad,think,best,stay,might,also,fun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,wish,could,fly,pick,wed,go,back,time,write,sky,miss,first,night,go,every,weekend,party,never,go,alone,seem,brokenhearted,friend,say,know,everything,going,drive,different,road,lead,back,know,night,hotel,ridin,car,fell,read,note,polaroid,picture,know,much,miss,wish,could,fly,pick,wed,go,back,time,write,sky,miss,first,night,never,saw,coming,trying,fall,love,child,running,back,know,built,fall,apart,broke,status,quo,broke,others,heart,forget,night,la,dance,kitchen,chase,hallway,one,know,word,whispered,one,know,much,miss,might,also,wish,could,fly,pick,wed,go,back,time,write,sky,miss,first,night,take,away,take,away,take,away,take,away,take,away,take,away,remember,night,hotel,ridin,car,fell,one,phone,whisper,know,much,miss,,wish,could,go,back,time,say,miss,first,night,wish,could,fly,pick,wed,go,back,time,write,sky,miss,first,night,take,away,take,away,take,away,take,away,take,away,take,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,remember,broke,first,time,sayin,enough,seen,month,said,needed,space,,come,around,say,baby,miss,swear,gonna,change,trust,remember,lasted,day,say,hate,break,call,love,oohoohoohooh,called,last,night,oohoohoohooh,time,telling,telling,never,ev,r,ever,getting,back,tog,ther,never,ever,ever,getting,back,together,go,talk,friend,talk,friend,talk,never,ever,ever,ever,getting,back,together,ever,really,gonna,miss,picking,fight,falling,screaming,right,would,hide,away,find,peace,mind,indie,record,much,cooler,mine,oohoohoohooh,called,tonight,oohoohoohooh,time,telling,telling,never,ever,ever,getting,back,together,never,ever,ever,getting,back,together,go,talk,friend,talk,friend,talk,talk,never,ever,ever,ever,getting,back,together,might,also,oohoohoohooh,yeah,oohoohoohoohooh,yeah,oohoohoohooh,yeah,used,think,forever,ever,used,say,never,say,never,ugh,call,he,still,love,mean,exhausting,know,never,getting,back,together,ever,never,ever,ever,getting,back,together,never,ever,ever,getting,back,together,go,talk,friend,talk,friend,talk,never,ever,ever,ever,getting,back,together,oohoohoohooh,getting,back,together,oohoohoohooh,oohoohoohoohooh,getting,back,together,yeah,oohoohoohooh,go,talk,friend,talk,friend,talk,talk,never,ever,ever,ever,getting,back,together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,3,still,awake,bet,fine,fast,asleep,city,better,mine,girl,bed,fine,pedigree,bet,friend,tell,better,huh,well,tried,fit,uppercrust,circle,yeah,let,sit,back,love,sit,around,talkin,meaning,life,book,saved,em,heard,done,bet,believe,realized,harder,forget,leave,bet,think,grew,silverspoon,gated,community,glamorous,shiny,bright,beverly,hill,raised,farm,mansion,livin,room,dancin,kitchen,table,bill,know,say,cant,help,fall,fell,early,spring,snow,reality,crept,said,different,laughed,dream,rolled,eye,joke,mr,superior,thinkin,space,need,shrink,know,never,happy,bet,think,bet,think,yes,bet,think,might,also,block,voice,loud,sayin,let,go,,make,feel,sad,love,lookin,love,world,searchin,soul,scared,hip,scared,get,old,chasing,makebelieve,status,last,time,felt,free,none,shit,mattered,done,bet,hard,believe,turned,harder,forget,leave,yeah,bet,think,bet,think,yes,bet,think,bet,think,cool,indie,music,concert,every,week,bet,think,house,organic,shoe,milliondollar,couch,bet,think,say,god,insane,wrote,song,bet,think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,new,town,madeup,name,angel,city,chasing,fortune,fame,camera,flash,make,look,dream,figured,since,school,everybody,love,pretty,everybody,love,cool,overnight,look,sixty,queen,another,name,go,light,diamond,sky,theyll,tell,lucky,one,yeah,theyll,tell,lucky,one,tell,lucky,one,big,black,car,riviera,view,lover,foyer,even,know,secret,end,splashed,news,front,page,tell,lucky,confused,feel,pretty,feel,used,young,thing,line,take,place,another,name,go,light,wonder,make,alive,theyll,tell,lucky,one,yeah,theyll,tell,lucky,one,tell,lucky,one,year,later,showed,still,tell,legend,disappeared,took,money,dignity,got,hell,say,bought,bunch,land,somewhere,chose,rose,garden,madison,square,took,time,understand,might,also,name,light,think,got,right,let,tell,lucky,one,let,tell,lucky,one,let,tell,lucky,one,yeah,theyll,tell,lucky,one,yeah,theyll,tell,lucky,one,let,tell,lucky,one,whoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,put,lip,close,mine,long,touch,focus,eye,eye,gravity,much,anything,say,say,hand,smart,walk,away,quicksand,slope,treacherous,path,reckless,slope,treacherous,iii,cant,decide,choice,getting,swept,away,hear,sound,voice,asking,stay,skin,bone,trained,get,along,forever,going,flow,friction,slope,treacherous,path,reckless,slope,treacherous,iii,two,headlight,shine,sleepless,night,get,get,alone,name,echoed,mind,think,think,know,nothing,safe,worth,drive,would,follow,follow,home,follow,follow,home,hope,treacherous,daydream,dangerous,hope,treacherous,iii,iii,iii,might,also,two,headlight,shine,sleepless,night,get,get,alone,name,echoed,mind,think,think,know,nothing,safe,worth,drive,follow,follow,home,follow,follow,home,follow,follow,home,follow,follow,home,slope,treacherous,iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,tell,young,girl,go,fun,hunt,slay,one,actually,criticize,way,fly,soaring,sky,shoot,sigh,say,look,lord,become,lost,novelty,much,drink,tonight,know,sad,think,wake,middle,night,feel,time,moving,person,know,everythin,eighteen,nothin,twentytwo,still,want,nothing,new,long,cute,cryin,room,cant,blame,youth,roll,eye,affection,cheek,growing,tired,turning,red,faking,smile,biding,time,lose,attention,someone,else,light,room,people,love,ing,nue,much,drink,tonight,go,growin,breaking,wake,wake,middle,night,feel,time,movin,person,know,everything,eighteen,nothing,twentytwo,still,want,nothing,new,might,also,know,someday,gonna,meet,fever,dream,kind,radiance,seventeen,shell,know,way,shell,say,got,map,say,happy,cry,sleep,woah,woah,woah,much,drink,tonight,wonder,theyll,miss,drive,wake,wake,middle,night,feel,time,moving,person,know,everything,eighteen,nothing,twentytwo,still,want,still,want,still,want,nothing,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,know,probably,better,lovin,man,know,see,permanent,damage,never,wish,could,forget,magic,wish,4,standing,mirror,saying,know,know,bravest,thing,ever,run,sometimes,middle,night,feel,miss,wish,better,man,know,say,goodbye,back,hand,miss,wish,better,man,better,man,know,probably,better,alone,needing,man,could,change,mind,given,minute,always,term,waited,every,careless,word,hoping,might,turn,sweet,beginning,jealousy,hear,talking,always,around,push,love,away,kind,loaded,gun,never,thought,run,sometimes,middle,night,feel,miss,wish,better,man,know,say,goodbye,back,hand,miss,wish,better,man,better,man,might,also,hold,onto,pride,day,gave,best,know,cant,say,wish,better,man,wonder,wouldve,become,better,man,might,still,love,better,man,wouldve,one,better,man,yeah,yeah,sometimes,middle,night,feel,miss,wish,better,man,know,say,goodbye,back,hand,miss,wish,better,man,better,man,sometimes,middle,night,feel,might,still,love,better,man,miss,wish,better,man,yeah,yeah,know,say,goodbye,back,hand,miss,wish,better,man,better,man,might,still,love,better,man,wouldve,one,better,man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,promise,promise,promise,promise,promise,shame,wanna,one,got,away,yeah,big,mistake,broke,sweetest,promise,never,made,kitchen,floor,call,hear,said,one,else,could,babe,promise,promise,,really,blew,babe,aint,getting,one,babe,last,time,ever,call,babe,last,time,last,time,last,time,ever,call,babe,promise,promise,promise,,waste,takin,picture,plan,made,yeah,strange,face,look,innocent,secret,consequence,babe,break,every,time,call,wreck,wrecking,ball,said,one,else,could,babe,promise,promise,,really,blew,babe,aint,getting,one,babe,last,time,ever,call,babe,last,time,last,time,last,time,ever,call,since,admitted,keep,picturing,lip,neck,cant,unsee,hate,cant,love,babe,might,also,shame,want,one,got,away,could,babe,babe,really,blew,babe,babe,aint,getting,one,babe,babe,last,time,ever,call,babe,last,time,last,time,last,time,ever,call,kitchen,floor,call,hear,said,one,else,aint,getting,one,babe,break,every,time,call,wreck,wrecking,ball,said,one,else,last,time,ever,call,babe,babe,promise,promise,promise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,loving,driving,new,maserati,deadend,street,faster,wind,passionate,sin,ending,suddenly,loving,trying,change,mind,already,flying,free,fall,color,autumn,bright,lose,losing,blue,never,known,missing,dark,gray,alone,woah,forgetting,tryin,know,somebody,never,met,loving,red,red,red,red,red,loving,red,red,red,red,red,touching,realizing,ever,wanted,right,front,memorizing,easy,knowing,word,old,favorite,song,fighting,trying,solve,crossword,realizing,there,right,answer,regretting,wishing,never,found,love,could,strong,losing,blue,never,known,missing,dark,gray,alone,woah,forgetting,tryin,know,somebody,never,met,loving,red,red,red,red,red,red,burning,red,red,red,red,red,remembering,come,flashback,echo,tell,time,gotta,let,go,moving,impossible,still,see,head,burning,red,burning,red,losing,blue,never,known,missing,dark,gray,alone,woah,forgetting,tryin,know,somebody,never,met,loving,red,red,red,yeah,yeah,red,red,red,burning,red,red,red,red,red,might,also,he,spinning,round,head,red,red,come,back,burning,red,red,red,red,red,yeah,yeah,red,red,love,driving,new,maserati,deadend,street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,walked,door,air,cold,something,bout,felt,home,somehow,left,scarf,sister,house,still,got,drawer,even,sweet,disposition,wideeyed,gaze,singing,car,getting,lost,upstate,autumn,leaf,falling,piece,place,picture,day,know,long,gone,magic,might,okay,fine,caus,ar,little,town,street,almost,ran,red,lookin,wind,hair,remember,well,photo,album,counter,cheek,turning,red,used,little,kid,glass,twinsized,bed,mother,telling,story,bout,teeball,team,taught,bout,past,thinking,future,know,long,gone,nothing,else,could,forget,long,enough,forget,needed,middle,night,dancing,round,kitchen,refrigerator,light,stair,remember,well,yeah,might,also,maybe,got,lost,translation,maybe,asked,much,maybe,thing,masterpiece,tore,running,scared,remember,well,call,break,promise,casually,cruel,name,honest,crumpled,piece,paper,lying,remember,well,time,fly,paralyzed,old,self,still,trying,find,plaid,shirt,day,night,made,mail,back,thing,walk,home,alone,keep,old,scarf,first,week,reminds,innocence,smell,cant,get,rid,remember,well,yeah,loved,back,lost,one,real,thing,ever,known,rare,remember,well,wind,hair,remember,stair,remember,rare,remember,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,find,door,time,sure,got,road,lead,imagine,home,room,alone,open,eye,mine,everything,feel,better,right,eye,breaking,past,reason,last,time,asking,put,name,top,list,last,time,asking,break,heart,blink,eye,eye,eye,find,door,time,wear,best,apology,watch,leave,time,let,go,disappear,come,back,everything,better,right,eye,aching,past,nowhere,hide,last,time,asking,put,name,top,list,last,time,asking,break,heart,blink,eye,eye,eye,might,also,last,time,tell,got,wrong,last,time,say,along,last,time,let,door,last,time,hurt,anymore,last,time,asking,put,name,top,list,last,time,asking,break,heart,blink,eye,last,time,asking,last,time,asking,put,name,top,list,put,name,top,list,last,time,asking,last,time,asking,break,heart,blink,eye,break,heart,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,last,time,asking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,took,deep,breath,mirror,wore,high,heel,turn,lock,put,headphone,always,said,get,song,walked,expecting,late,got,early,stand,wave,walk,pull,chair,help,know,nice,throw,head,back,laughing,little,kid,think,strange,think,funny,never,spending,last,eight,month,thinking,love,ever,break,burn,end,w,dnesday,caf,,watched,begin,said,n,ver,met,one,girl,many,james,taylor,record,tell,story,know,coming,little,shy,throw,head,back,laughing,little,kid,think,strange,think,funny,never,spending,last,eight,month,thinking,love,ever,break,burn,end,wednesday,caf,,watched,begin,walked,block,car,almost,brought,start,talk,movie,family,watch,every,single,christmas,want,talk,first,time,whats,past,past,might,also,throw,head,back,laughing,little,kid,think,strange,think,funny,never,spending,last,eight,month,thinking,love,ever,break,burn,end,wednesday,caf,,watched,begin,wednesday,caf,,watched,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,said,simple,way,4,second,day,strange,know,stumbled,long,goodbye,one,last,kiss,catch,flight,right,fall,told,get,attached,mind,play,back,spinning,faster,plane,took,feeling,sink,wanna,miss,come,back,come,back,guess,new,york,today,wanna,need,way,come,back,come,back,delicate,beginning,rush,feeling,know,much,without,knowing,anything,put,known,know,never,wouldve,played,nonchalant,taxi,cab,busy,street,never,bring,back,cant,help,wish,took,feeling,sink,wanna,miss,come,back,come,back,guess,london,today,wanna,need,way,come,back,come,back,might,also,falling,love,cruelest,way,falling,world,away,new,york,london,break,fair,around,feeling,sink,wanna,miss,come,back,come,back,guess,new,york,today,wanna,need,way,come,back,come,back,wanna,miss,come,back,come,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,long,handwritten,note,deep,pocket,word,little,mean,little,late,stood,right,track,face,locket,good,girl,hopeful,theyll,long,wait,beautiful,magic,love,sad,beautiful,tragic,love,affair,dream,meet,warm,conversation,wake,lonely,bed,different,city,time,taking,sweet,time,erasing,got,demon,darling,look,w,beautiful,magic,love,ther,sad,beautiful,tragic,love,affair,woah,woah,distance,timing,breakdown,fighting,silence,train,run,track,kiss,try,fix,could,try,listen,hang,give,life,cant,get,back,beautiful,magic,love,sad,beautiful,tragic,beautiful,tragic,beautiful,beautiful,magic,love,sad,beautiful,tragic,love,affair,beautiful,magic,love,sad,beautiful,tragic,love,affairyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,said,marvelous,tune,best,night,never,would,forget,moved,whole,place,dressed,nine,dancing,dancing,made,starlight,made,starlight,met,bobby,boardwalk,summer,45,pick,late,one,night,window,seventeen,crazy,running,wild,wild,cant,remember,song,playing,wh,n,walked,night,w,snuck,yacht,club,party,pretending,duchess,prince,said,marvelous,tune,best,night,never,would,forget,moved,whole,place,dressed,nine,dancing,dancing,made,starlight,starlight,made,starlight,starlight,said,look,worrying,much,thing,cant,change,spend,whole,life,singing,blue,keep,thinking,way,trying,skip,rock,ocean,saying,see,starlight,starlight,dream,impossible,thing,,marvelous,tune,best,night,never,would,forget,moved,whole,place,dressed,nine,dancing,dancing,made,starlight,starlight,made,starlight,starlight,oohooh,he,talking,crazy,oohooh,dancing,oohooh,could,get,married,ten,kid,teach,dream,might,also,hoo,hoo,hoo,hoo,hoo,hoo,hoo,hoo,marvelous,tune,best,night,never,would,forget,moved,whole,place,dressed,nine,dancing,dancing,made,starlight,starlight,made,starlight,starlight,made,starlight,starlight,dream,impossible,dream,starlight,starlight,dream,impossible,dream,see,starlight,starlight,dream,impossible,thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
